Wall time,Step,Value
1651295781.3128812,0,0.07464864104986191
1651295854.4658546,1,0.06483468413352966
1651295928.1993604,2,0.06172514334321022
1651296002.9300623,3,0.05701390653848648
1651296076.9173098,4,0.05445194989442825
1651296153.4983141,5,0.050816167145967484
1651296227.649068,6,0.04918412119150162
1651296306.4101253,7,0.046980999410152435
1651296380.2401228,8,0.045220404863357544
1651296454.653923,9,0.04445119574666023
1651296529.7872517,10,0.043556101620197296
1651296603.1502507,11,0.04218918830156326
1651296671.4405453,12,0.04198822006583214
1651296745.0520623,13,0.041145209223032
1651296818.9605002,14,0.040129464119672775
1651296893.8713295,15,0.04030705243349075
1651296968.680051,16,0.039593469351530075
1651297043.3694866,17,0.03954213112592697
1651297118.13866,18,0.03872593119740486
1651297192.9367797,19,0.038596030324697495
1651297262.1469343,20,0.03823653981089592
1651297328.327579,21,0.037981558591127396
1651297400.9377918,22,0.03692713379859924
1651297472.3880548,23,0.03685421124100685
1651297544.9720306,24,0.03658665716648102
1651297612.9768422,25,0.03692467138171196
1651297687.503158,26,0.03623001277446747
1651297761.9284236,27,0.03627903759479523
1651297834.9018133,28,0.035674531012773514
1651297910.0196772,29,0.03556118533015251
1651297982.8779783,30,0.034948334097862244
1651298057.5224512,31,0.03467389568686485
1651298131.994049,32,0.0346163809299469
1651298206.0950422,33,0.03448715806007385
1651298277.816229,34,0.03435763716697693
1651298347.1910386,35,0.034370459616184235
1651298415.0838833,36,0.03381462022662163
1651298486.1035602,37,0.033704958856105804
1651298553.0584404,38,0.03365234658122063
1651298621.10996,39,0.03342893347144127
1651298693.3850977,40,0.03288882598280907
1651298760.9320438,41,0.033035703003406525
1651298833.5946305,42,0.0322604663670063
1651298901.2584512,43,0.03283907100558281
1651298975.1537395,44,0.03216109797358513
1651299042.1007304,45,0.032002996653318405
1651299114.3486614,46,0.031861811876297
1651299187.259647,47,0.03157268837094307
1651299255.088416,48,0.0316777303814888
1651299321.746762,49,0.03128813952207565
1651299389.405052,50,0.031100181862711906
1651299457.2854283,51,0.03121315874159336
1651299530.678438,52,0.0308926273137331
1651299605.006722,53,0.030721142888069153
1651299674.2771962,54,0.030533568933606148
1651299748.2762475,55,0.030302269384264946
1651299816.8922572,56,0.029970858246088028
1651299883.716904,57,0.030181290581822395
1651299958.1176064,58,0.029618339613080025
1651300033.9388866,59,0.0294523723423481
1651300108.1596704,60,0.029692376032471657
1651300176.5014381,61,0.029870321974158287
1651300244.2432382,62,0.028997931629419327
1651300316.6645463,63,0.02877950482070446
1651300390.2473238,64,0.028275156393647194
1651300456.6191547,65,0.02848292887210846
1651300525.2108848,66,0.028635675087571144
1651300593.7775552,67,0.028490986675024033
1651300661.2658978,68,0.028142249211668968
1651300735.1266453,69,0.028628479689359665
1651300803.4956412,70,0.02793707884848118
1651300871.7033024,71,0.02845669724047184
1651300945.1758845,72,0.028277670964598656
1651301012.217878,73,0.027746906504034996
1651301079.581304,74,0.027792299166321754
1651301151.293447,75,0.027561604976654053
1651301223.7692254,76,0.027777204290032387
1651301290.65086,77,0.027339886873960495
1651301357.690924,78,0.026784168556332588
1651301430.322744,79,0.027211030945181847
1651301498.830501,80,0.02723645605146885
1651301566.703608,81,0.027269089594483376
1651301640.6734965,82,0.026591207832098007
1651301712.213843,83,0.02709987759590149
1651301779.932395,84,0.026742883026599884
1651301848.6829576,85,0.026256734505295753
1651301917.1025434,86,0.026488589122891426
1651301982.5362008,87,0.026835957542061806
1651302048.695273,88,0.02649659290909767
1651302120.5209424,89,0.026342926546931267
1651302187.3008254,90,0.02647319994866848
1651302255.0946803,91,0.026271088048815727
1651302320.3653655,92,0.025950778275728226
1651302388.373684,93,0.0256647951900959
1651302460.5865262,94,0.02609933912754059
1651302528.7147274,95,0.025624694302678108
1651302596.2765343,96,0.025243017822504044
1651302663.4415472,97,0.025339385494589806
1651302737.1406438,98,0.025429144501686096
1651302811.0998828,99,0.025138041004538536
1651302880.2667992,100,0.025052804499864578
1651302947.9052851,101,0.025183124467730522
1651303020.4744287,102,0.02491752989590168
1651303087.1400933,103,0.024892451241612434
1651303155.073194,104,0.02503509819507599
1651303221.4409297,105,0.024860059842467308
1651303288.8791957,106,0.025318238884210587
1651303356.7139482,107,0.025157006457448006
1651303430.645887,108,0.024602090939879417
1651303499.2418575,109,0.024610089138150215
1651303565.5960915,110,0.024606110528111458
1651303633.8505673,111,0.024399809539318085
1651303707.1571183,112,0.024665821343660355
1651303780.325559,113,0.02464151754975319
1651303853.3567894,114,0.023968247696757317
1651303919.5616946,115,0.02393599972128868
1651303986.6291726,116,0.024463865906000137
1651304052.9569154,117,0.024116888642311096
1651304119.695085,118,0.02414238080382347
1651304186.5244231,119,0.023916052654385567
1651304259.9611416,120,0.02372610755264759
